"artname","pop_nr","tpop_nr","jahr","typ"
"Aldrovanda vesiculosa L.",25,1,2025,"ek"
"Aldrovanda vesiculosa L.",25,1,2029,"ek"
"Aldrovanda vesiculosa L.",25,1,2037,"ek"
"Aldrovanda vesiculosa L.",25,1,2045,"ek"
"Aldrovanda vesiculosa L.",25,2,2025,"ek"
"Aldrovanda vesiculosa L.",25,2,2029,"ek"
"Aldrovanda vesiculosa L.",25,2,2037,"ek"
"Aldrovanda vesiculosa L.",25,2,2045,"ek"
"Aldrovanda vesiculosa L.",25,3,2025,"ek"
"Aldrovanda vesiculosa L.",25,3,2029,"ek"
"Aldrovanda vesiculosa L.",25,3,2037,"ek"
"Aldrovanda vesiculosa L.",25,3,2045,"ek"
"Aldrovanda vesiculosa L.",25,4,2025,"ek"
"Aldrovanda vesiculosa L.",25,4,2029,"ek"
"Aldrovanda vesiculosa L.",25,4,2037,"ek"
"Aldrovanda vesiculosa L.",25,4,2045,"ek"
"Aldrovanda vesiculosa L.",25,5,2025,"ek"
"Aldrovanda vesiculosa L.",25,5,2029,"ek"
"Aldrovanda vesiculosa L.",25,5,2037,"ek"
"Aldrovanda vesiculosa L.",25,5,2045,"ek"
"Aldrovanda vesiculosa L.",25,6,2025,"ek"
"Aldrovanda vesiculosa L.",25,6,2029,"ek"
"Aldrovanda vesiculosa L.",25,6,2037,"ek"
"Aldrovanda vesiculosa L.",25,6,2045,"ek"
"Allium angulosum L.",1,7,2029,"ek"
"Allium angulosum L.",1,7,2031,"ek"
"Allium angulosum L.",1,7,2035,"ek"
"Allium angulosum L.",1,7,2043,"ek"
"Allium angulosum L.",17,2,2029,"ek"
"Allium angulosum L.",17,2,2031,"ek"
"Allium angulosum L.",17,2,2035,"ek"
"Allium angulosum L.",17,2,2043,"ek"
"Allium angulosum L.",38,1,2029,"ek"
"Allium angulosum L.",38,1,2031,"ek"
"Allium angulosum L.",38,1,2035,"ek"
"Allium angulosum L.",38,1,2043,"ek"
"Allium angulosum L.",39,1,2029,"ek"
"Allium angulosum L.",39,1,2031,"ek"
"Allium angulosum L.",39,1,2035,"ek"
"Allium angulosum L.",39,1,2043,"ek"
"Allium angulosum L.",39,2,2029,"ek"
"Allium angulosum L.",39,2,2031,"ek"
"Allium angulosum L.",39,2,2035,"ek"
"Allium angulosum L.",39,2,2043,"ek"
"Allium angulosum L.",40,1,2029,"ek"
"Allium angulosum L.",40,1,2031,"ek"
"Allium angulosum L.",40,1,2035,"ek"
"Allium angulosum L.",40,1,2043,"ek"
"Allium angulosum L.",41,1,2029,"ek"
"Allium angulosum L.",41,1,2031,"ek"
"Allium angulosum L.",41,1,2035,"ek"
"Allium angulosum L.",41,1,2043,"ek"
"Allium angulosum L.",41,2,2029,"ek"
"Allium angulosum L.",41,2,2031,"ek"
"Allium angulosum L.",41,2,2035,"ek"
"Allium angulosum L.",41,2,2043,"ek"
"Allium suaveolens Jacq.",11,1,2021,"ek"
"Allium suaveolens Jacq.",11,1,2025,"ek"
"Allium suaveolens Jacq.",11,1,2033,"ek"
"Allium suaveolens Jacq.",11,1,2041,"ek"
"Allium suaveolens Jacq.",12,1,2029,"ek"
"Allium suaveolens Jacq.",12,1,2031,"ek"
"Allium suaveolens Jacq.",12,1,2035,"ek"
"Allium suaveolens Jacq.",12,1,2043,"ek"
"Anagallis minima (L.) E. H. L. Krause",2,6,2029,"ek"
"Anagallis minima (L.) E. H. L. Krause",2,6,2031,"ek"
"Anagallis minima (L.) E. H. L. Krause",2,6,2035,"ek"
"Anagallis minima (L.) E. H. L. Krause",2,6,2043,"ek"
"Anagallis minima (L.) E. H. L. Krause",2,7,2029,"ek"
"Anagallis minima (L.) E. H. L. Krause",2,7,2031,"ek"
"Anagallis minima (L.) E. H. L. Krause",2,7,2035,"ek"
"Anagallis minima (L.) E. H. L. Krause",2,7,2043,"ek"
"Anagallis minima (L.) E. H. L. Krause",2,8,2029,"ek"
"Anagallis minima (L.) E. H. L. Krause",2,8,2031,"ek"
"Anagallis minima (L.) E. H. L. Krause",2,8,2035,"ek"
"Anagallis minima (L.) E. H. L. Krause",2,8,2043,"ek"
"Bupleurum longifolium L.",4,4,2025,"ek"
"Bupleurum longifolium L.",4,4,2029,"ek"
"Bupleurum longifolium L.",4,4,2037,"ek"
"Bupleurum longifolium L.",4,4,2045,"ek"
"Bupleurum longifolium L.",4,5,2029,"ek"
"Bupleurum longifolium L.",4,5,2031,"ek"
"Bupleurum longifolium L.",4,5,2035,"ek"
"Bupleurum longifolium L.",4,5,2043,"ek"
"Bupleurum longifolium L.",4,6,2029,"ek"
"Bupleurum longifolium L.",4,6,2031,"ek"
"Bupleurum longifolium L.",4,6,2035,"ek"
"Bupleurum longifolium L.",4,6,2043,"ek"
"Bupleurum longifolium L.",5,3,2010,"ek"
"Bupleurum longifolium L.",5,3,2014,"ek"
"Bupleurum longifolium L.",5,3,2022,"ek"
"Bupleurum longifolium L.",5,3,2030,"ek"
"Bupleurum longifolium L.",5,4,2025,"ek"
"Bupleurum longifolium L.",5,4,2027,"ek"
"Bupleurum longifolium L.",5,4,2029,"ek"
"Bupleurum longifolium L.",5,4,2031,"ek"
"Bupleurum longifolium L.",5,4,2033,"ek"
"Bupleurum longifolium L.",5,4,2035,"ek"
"Bupleurum longifolium L.",5,4,2037,"ek"
"Bupleurum longifolium L.",5,4,2039,"ek"
"Bupleurum longifolium L.",5,4,2041,"ek"
"Bupleurum longifolium L.",5,4,2043,"ek"
"Bupleurum longifolium L.",5,4,2045,"ek"
"Bupleurum longifolium L.",5,4,2047,"ek"
"Campanula cervicaria L.",5,3,2005,"ek"
"Campanula cervicaria L.",5,3,2009,"ek"
"Campanula cervicaria L.",5,3,2017,"ek"
"Campanula cervicaria L.",5,3,2025,"ek"
"Campanula cervicaria L.",28,3,2029,"ek"
"Campanula cervicaria L.",28,3,2031,"ek"
"Campanula cervicaria L.",28,3,2035,"ek"
"Campanula cervicaria L.",28,3,2043,"ek"
"Campanula cervicaria L.",28,4,2029,"ek"
"Campanula cervicaria L.",28,4,2031,"ek"
"Campanula cervicaria L.",28,4,2035,"ek"
"Campanula cervicaria L.",28,4,2043,"ek"
"Campanula cervicaria L.",28,5,2029,"ek"
"Campanula cervicaria L.",28,5,2031,"ek"
"Campanula cervicaria L.",28,5,2035,"ek"
"Campanula cervicaria L.",28,5,2043,"ek"
"Campanula cervicaria L.",45,1,2029,"ek"
"Campanula cervicaria L.",45,1,2031,"ek"
"Campanula cervicaria L.",45,1,2035,"ek"
"Campanula cervicaria L.",45,1,2043,"ek"
"Campanula cervicaria L.",45,2,2029,"ek"
"Campanula cervicaria L.",45,2,2031,"ek"
"Campanula cervicaria L.",45,2,2035,"ek"
"Campanula cervicaria L.",45,2,2043,"ek"
"Campanula cervicaria L.",45,3,2029,"ek"
"Campanula cervicaria L.",45,3,2031,"ek"
"Campanula cervicaria L.",45,3,2035,"ek"
"Campanula cervicaria L.",45,3,2043,"ek"
"Campanula cervicaria L.",45,4,2029,"ek"
"Campanula cervicaria L.",45,4,2031,"ek"
"Campanula cervicaria L.",45,4,2035,"ek"
"Campanula cervicaria L.",45,4,2043,"ek"
"Campanula cervicaria L.",59,2,2029,"ek"
"Campanula cervicaria L.",59,2,2031,"ek"
"Campanula cervicaria L.",59,2,2035,"ek"
"Campanula cervicaria L.",59,2,2043,"ek"
"Campanula cervicaria L.",59,3,2026,"ek"
"Campanula cervicaria L.",59,3,2028,"ek"
"Campanula cervicaria L.",59,3,2032,"ek"
"Campanula cervicaria L.",59,3,2040,"ek"
"Campanula cervicaria L.",59,4,2029,"ek"
"Campanula cervicaria L.",59,4,2031,"ek"
"Campanula cervicaria L.",59,4,2035,"ek"
"Campanula cervicaria L.",59,4,2043,"ek"
"Campanula cervicaria L.",62,2,2029,"ek"
"Campanula cervicaria L.",62,2,2031,"ek"
"Campanula cervicaria L.",62,2,2035,"ek"
"Campanula cervicaria L.",62,2,2043,"ek"
"Campanula cervicaria L.",63,1,2029,"ek"
"Campanula cervicaria L.",63,1,2031,"ek"
"Campanula cervicaria L.",63,1,2035,"ek"
"Campanula cervicaria L.",63,1,2043,"ek"
"Campanula cervicaria L.",63,2,2029,"ek"
"Campanula cervicaria L.",63,2,2031,"ek"
"Campanula cervicaria L.",63,2,2035,"ek"
"Campanula cervicaria L.",63,2,2043,"ek"
"Campanula cervicaria L.",63,3,2029,"ek"
"Campanula cervicaria L.",63,3,2031,"ek"
"Campanula cervicaria L.",63,3,2035,"ek"
"Campanula cervicaria L.",63,3,2043,"ek"
"Campanula cervicaria L.",64,1,2029,"ek"
"Campanula cervicaria L.",64,1,2031,"ek"
"Campanula cervicaria L.",64,1,2035,"ek"
"Campanula cervicaria L.",64,1,2043,"ek"
"Campanula cervicaria L.",66,1,2029,"ek"
"Campanula cervicaria L.",66,1,2031,"ek"
"Campanula cervicaria L.",66,1,2035,"ek"
"Campanula cervicaria L.",66,1,2043,"ek"
"Campanula cervicaria L.",66,2,2029,"ek"
"Campanula cervicaria L.",66,2,2031,"ek"
"Campanula cervicaria L.",66,2,2035,"ek"
"Campanula cervicaria L.",66,2,2043,"ek"
"Campanula cervicaria L.",67,1,2029,"ek"
"Campanula cervicaria L.",67,1,2031,"ek"
"Campanula cervicaria L.",67,1,2035,"ek"
"Campanula cervicaria L.",67,1,2043,"ek"
"Campanula cervicaria L.",69,1,2029,"ek"
"Campanula cervicaria L.",69,1,2031,"ek"
"Campanula cervicaria L.",69,1,2035,"ek"
"Campanula cervicaria L.",69,1,2043,"ek"
"Campanula cervicaria L.",75,1,2029,"ek"
"Campanula cervicaria L.",75,1,2031,"ek"
"Campanula cervicaria L.",75,1,2035,"ek"
"Campanula cervicaria L.",75,1,2043,"ek"
"Campanula cervicaria L.",89,9,2025,"ek"
"Campanula cervicaria L.",89,9,2029,"ek"
"Campanula cervicaria L.",89,9,2037,"ek"
"Campanula cervicaria L.",89,9,2045,"ek"
"Campanula cervicaria L.",89,10,2025,"ek"
"Campanula cervicaria L.",89,10,2029,"ek"
"Campanula cervicaria L.",89,10,2037,"ek"
"Campanula cervicaria L.",89,10,2045,"ek"
"Campanula cervicaria L.",91,1,2029,"ek"
"Campanula cervicaria L.",91,1,2031,"ek"
"Campanula cervicaria L.",91,1,2035,"ek"
"Campanula cervicaria L.",91,1,2043,"ek"
"Campanula cervicaria L.",98,1,2029,"ek"
"Campanula cervicaria L.",98,1,2031,"ek"
"Campanula cervicaria L.",98,1,2035,"ek"
"Campanula cervicaria L.",98,1,2043,"ek"
"Campanula cervicaria L.",98,2,2029,"ek"
"Campanula cervicaria L.",98,2,2031,"ek"
"Campanula cervicaria L.",98,2,2035,"ek"
"Campanula cervicaria L.",98,2,2043,"ek"
"Campanula cervicaria L.",101,1,2029,"ek"
"Campanula cervicaria L.",101,1,2031,"ek"
"Campanula cervicaria L.",101,1,2035,"ek"
"Campanula cervicaria L.",101,1,2043,"ek"
"Cardamine dentata Schult.",14,1,2027,"ek"
"Cardamine dentata Schult.",14,1,2031,"ek"
"Cardamine dentata Schult.",14,1,2035,"ek"
"Cardamine dentata Schult.",14,1,2039,"ek"
"Cardamine dentata Schult.",14,1,2043,"ek"
"Cardamine dentata Schult.",14,1,2047,"ek"
"Cardamine dentata Schult.",14,2,2027,"ek"
"Cardamine dentata Schult.",14,2,2031,"ek"
"Cardamine dentata Schult.",14,2,2035,"ek"
"Cardamine dentata Schult.",14,2,2039,"ek"
"Cardamine dentata Schult.",14,2,2043,"ek"
"Cardamine dentata Schult.",14,2,2047,"ek"
"Carex hartmanii Cajander",17,23,2025,"ek"
"Carex hartmanii Cajander",17,23,2029,"ek"
"Carex hartmanii Cajander",17,23,2037,"ek"
"Carex hartmanii Cajander",17,23,2045,"ek"
"Carex hartmanii Cajander",40,1,2025,"ek"
"Carex hartmanii Cajander",40,1,2029,"ek"
"Carex hartmanii Cajander",40,1,2037,"ek"
"Carex hartmanii Cajander",40,1,2045,"ek"
"Carex hartmanii Cajander",40,2,2025,"ek"
"Carex hartmanii Cajander",40,2,2029,"ek"
"Carex hartmanii Cajander",40,2,2037,"ek"
"Carex hartmanii Cajander",40,2,2045,"ek"
"Carex hartmanii Cajander",40,3,2025,"ek"
"Carex hartmanii Cajander",40,3,2029,"ek"
"Carex hartmanii Cajander",40,3,2037,"ek"
"Carex hartmanii Cajander",40,3,2045,"ek"
"Carex hartmanii Cajander",40,4,2025,"ek"
"Carex hartmanii Cajander",40,4,2029,"ek"
"Carex hartmanii Cajander",40,4,2037,"ek"
"Carex hartmanii Cajander",40,4,2045,"ek"
"Chara filiformis H. Hertzsch",2,3,2025,"ek"
"Chara filiformis H. Hertzsch",2,3,2029,"ek"
"Chara filiformis H. Hertzsch",2,3,2037,"ek"
"Chara filiformis H. Hertzsch",2,3,2045,"ek"
"Chara filiformis H. Hertzsch",5,1,2025,"ek"
"Chara filiformis H. Hertzsch",5,1,2029,"ek"
"Chara filiformis H. Hertzsch",5,1,2037,"ek"
"Chara filiformis H. Hertzsch",5,1,2045,"ek"
"Chara intermedia A. Braun",25,1,2027,"ek"
"Chara intermedia A. Braun",25,1,2031,"ek"
"Chara intermedia A. Braun",25,1,2035,"ek"
"Chara intermedia A. Braun",25,1,2039,"ek"
"Chara intermedia A. Braun",25,1,2043,"ek"
"Chara intermedia A. Braun",25,1,2047,"ek"
"Chara intermedia A. Braun",26,1,2025,"ek"
"Chara intermedia A. Braun",26,1,2029,"ek"
"Chara intermedia A. Braun",26,1,2037,"ek"
"Chara intermedia A. Braun",26,1,2045,"ek"
"Chara intermedia A. Braun",27,1,2025,"ek"
"Chara intermedia A. Braun",27,1,2029,"ek"
"Chara intermedia A. Braun",27,1,2037,"ek"
"Chara intermedia A. Braun",27,1,2045,"ek"
"Chara intermedia A. Braun",28,1,2027,"ek"
"Chara intermedia A. Braun",28,1,2031,"ek"
"Chara intermedia A. Braun",28,1,2035,"ek"
"Chara intermedia A. Braun",28,1,2039,"ek"
"Chara intermedia A. Braun",28,1,2043,"ek"
"Chara intermedia A. Braun",28,1,2047,"ek"
"Cirsium tuberosum (L.) All.",1,1,2027,"ek"
"Cirsium tuberosum (L.) All.",1,1,2031,"ek"
"Cirsium tuberosum (L.) All.",1,1,2035,"ek"
"Cirsium tuberosum (L.) All.",1,1,2039,"ek"
"Cirsium tuberosum (L.) All.",1,1,2043,"ek"
"Cirsium tuberosum (L.) All.",1,1,2047,"ek"
"Cirsium tuberosum (L.) All.",2,1,2027,"ek"
"Cirsium tuberosum (L.) All.",2,1,2031,"ek"
"Cirsium tuberosum (L.) All.",2,1,2035,"ek"
"Cirsium tuberosum (L.) All.",2,1,2039,"ek"
"Cirsium tuberosum (L.) All.",2,1,2043,"ek"
"Cirsium tuberosum (L.) All.",2,1,2047,"ek"
"Cirsium tuberosum (L.) All.",3,1,2025,"ek"
"Cirsium tuberosum (L.) All.",3,1,2027,"ek"
"Cirsium tuberosum (L.) All.",3,1,2029,"ek"
"Cirsium tuberosum (L.) All.",3,1,2031,"ek"
"Cirsium tuberosum (L.) All.",3,1,2033,"ek"
"Cirsium tuberosum (L.) All.",3,1,2035,"ek"
"Cirsium tuberosum (L.) All.",3,1,2037,"ek"
"Cirsium tuberosum (L.) All.",3,1,2039,"ek"
"Cirsium tuberosum (L.) All.",3,1,2041,"ek"
"Cirsium tuberosum (L.) All.",3,1,2043,"ek"
"Cirsium tuberosum (L.) All.",3,1,2045,"ek"
"Cirsium tuberosum (L.) All.",3,1,2047,"ek"
"Cirsium tuberosum (L.) All.",41,1,2024,"ek"
"Cirsium tuberosum (L.) All.",60,1,2027,"ek"
"Cirsium tuberosum (L.) All.",60,1,2031,"ek"
"Cirsium tuberosum (L.) All.",60,1,2035,"ek"
"Cirsium tuberosum (L.) All.",60,1,2039,"ek"
"Cirsium tuberosum (L.) All.",60,1,2043,"ek"
"Cirsium tuberosum (L.) All.",60,1,2047,"ek"
"Cirsium tuberosum (L.) All.",140,1,2025,"ek"
"Cirsium tuberosum (L.) All.",140,1,2029,"ek"
"Cirsium tuberosum (L.) All.",140,1,2037,"ek"
"Cirsium tuberosum (L.) All.",140,1,2045,"ek"
"Cirsium tuberosum (L.) All.",140,2,2025,"ek"
"Cirsium tuberosum (L.) All.",140,2,2029,"ek"
"Cirsium tuberosum (L.) All.",140,2,2037,"ek"
"Cirsium tuberosum (L.) All.",140,2,2045,"ek"
"Cirsium tuberosum (L.) All.",140,3,2025,"ek"
"Cirsium tuberosum (L.) All.",140,3,2029,"ek"
"Cirsium tuberosum (L.) All.",140,3,2037,"ek"
"Cirsium tuberosum (L.) All.",140,3,2045,"ek"
"Cirsium tuberosum (L.) All.",140,4,2025,"ek"
"Cirsium tuberosum (L.) All.",140,4,2029,"ek"
"Cirsium tuberosum (L.) All.",140,4,2037,"ek"
"Cirsium tuberosum (L.) All.",140,4,2045,"ek"
"Cypripedium calceolus L.",36,2,2025,"ek"
"Cypripedium calceolus L.",36,2,2027,"ek"
"Cypripedium calceolus L.",36,2,2029,"ek"
"Cypripedium calceolus L.",36,2,2031,"ek"
"Cypripedium calceolus L.",36,2,2033,"ek"
"Cypripedium calceolus L.",36,2,2035,"ek"
"Cypripedium calceolus L.",36,2,2037,"ek"
"Cypripedium calceolus L.",36,2,2039,"ek"
"Cypripedium calceolus L.",36,2,2041,"ek"
"Cypripedium calceolus L.",36,2,2043,"ek"
"Cypripedium calceolus L.",36,2,2045,"ek"
"Cypripedium calceolus L.",36,2,2047,"ek"
"Cypripedium calceolus L.",61,1,2025,"ek"
"Cypripedium calceolus L.",61,1,2027,"ek"
"Cypripedium calceolus L.",61,1,2029,"ek"
"Cypripedium calceolus L.",61,1,2031,"ek"
"Cypripedium calceolus L.",61,1,2033,"ek"
"Cypripedium calceolus L.",61,1,2035,"ek"
"Cypripedium calceolus L.",61,1,2037,"ek"
"Cypripedium calceolus L.",61,1,2039,"ek"
"Cypripedium calceolus L.",61,1,2041,"ek"
"Cypripedium calceolus L.",61,1,2043,"ek"
"Cypripedium calceolus L.",61,1,2045,"ek"
"Cypripedium calceolus L.",61,1,2047,"ek"
"Cypripedium calceolus L.",64,1,2025,"ek"
"Cypripedium calceolus L.",64,1,2027,"ek"
"Cypripedium calceolus L.",64,1,2029,"ek"
"Cypripedium calceolus L.",64,1,2031,"ek"
"Cypripedium calceolus L.",64,1,2033,"ek"
"Cypripedium calceolus L.",64,1,2035,"ek"
"Cypripedium calceolus L.",64,1,2037,"ek"
"Cypripedium calceolus L.",64,1,2039,"ek"
"Cypripedium calceolus L.",64,1,2041,"ek"
"Cypripedium calceolus L.",64,1,2043,"ek"
"Cypripedium calceolus L.",64,1,2045,"ek"
"Cypripedium calceolus L.",64,1,2047,"ek"
"Cypripedium calceolus L.",70,1,2024,"ek"
"Cypripedium calceolus L.",71,1,2025,"ek"
"Cypripedium calceolus L.",71,1,2027,"ek"
"Cypripedium calceolus L.",71,1,2029,"ek"
"Cypripedium calceolus L.",71,1,2031,"ek"
"Cypripedium calceolus L.",71,1,2033,"ek"
"Cypripedium calceolus L.",71,1,2035,"ek"
"Cypripedium calceolus L.",71,1,2037,"ek"
"Cypripedium calceolus L.",71,1,2039,"ek"
"Cypripedium calceolus L.",71,1,2041,"ek"
"Cypripedium calceolus L.",71,1,2043,"ek"
"Cypripedium calceolus L.",71,1,2045,"ek"
"Cypripedium calceolus L.",71,1,2047,"ek"
"Cypripedium calceolus L.",74,1,2025,"ek"
"Cypripedium calceolus L.",74,1,2027,"ek"
"Cypripedium calceolus L.",74,1,2029,"ek"
"Cypripedium calceolus L.",74,1,2031,"ek"
"Cypripedium calceolus L.",74,1,2033,"ek"
"Cypripedium calceolus L.",74,1,2035,"ek"
"Cypripedium calceolus L.",74,1,2037,"ek"
"Cypripedium calceolus L.",74,1,2039,"ek"
"Cypripedium calceolus L.",74,1,2041,"ek"
"Cypripedium calceolus L.",74,1,2043,"ek"
"Cypripedium calceolus L.",74,1,2045,"ek"
"Cypripedium calceolus L.",74,1,2047,"ek"
"Cypripedium calceolus L.",75,2,2025,"ek"
"Cypripedium calceolus L.",75,2,2027,"ek"
"Cypripedium calceolus L.",75,2,2029,"ek"
"Cypripedium calceolus L.",75,2,2031,"ek"
"Cypripedium calceolus L.",75,2,2033,"ek"
"Cypripedium calceolus L.",75,2,2035,"ek"
"Cypripedium calceolus L.",75,2,2037,"ek"
"Cypripedium calceolus L.",75,2,2039,"ek"
"Cypripedium calceolus L.",75,2,2041,"ek"
"Cypripedium calceolus L.",75,2,2043,"ek"
"Cypripedium calceolus L.",75,2,2045,"ek"
"Cypripedium calceolus L.",75,2,2047,"ek"
"Cypripedium calceolus L.",90,1,2025,"ek"
"Cypripedium calceolus L.",90,1,2027,"ek"
"Cypripedium calceolus L.",90,1,2029,"ek"
"Cypripedium calceolus L.",90,1,2031,"ek"
"Cypripedium calceolus L.",90,1,2033,"ek"
"Cypripedium calceolus L.",90,1,2035,"ek"
"Cypripedium calceolus L.",90,1,2037,"ek"
"Cypripedium calceolus L.",90,1,2039,"ek"
"Cypripedium calceolus L.",90,1,2041,"ek"
"Cypripedium calceolus L.",90,1,2043,"ek"
"Cypripedium calceolus L.",90,1,2045,"ek"
"Cypripedium calceolus L.",90,1,2047,"ek"
"Cypripedium calceolus L.",96,4,2027,"ek"
"Cypripedium calceolus L.",96,4,2031,"ek"
"Cypripedium calceolus L.",96,4,2035,"ek"
"Cypripedium calceolus L.",96,4,2039,"ek"
"Cypripedium calceolus L.",96,4,2043,"ek"
